API_CID,Excipient_CID,Outcome1,API,Excipient
5483,6506,0,CC(C(=O)NCC(=O)O)S,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O
5483,26924,0,CC(C(=O)NCC(=O)O)S,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2]
5487,134601,0,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N
5487,6251,0,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
5487,16211032,0,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,C(C1[C@H](C(C(C(O1)O)O)O)O[C@H]2C(C(C(C(O2)CO)O)O)O)O
5487,23706213,0,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,CC(=O)[O-].C(C(C(C(C(C=O)O)O)O)O)O.[Na+]
5487,24261,0,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,O=[Si]=O
5509,104938,0,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O.O
5509,6917,0,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,C=CN1CCCC1=O
5509,4327536,0,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O
5509,11177,0,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
5509,24832091,0,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,CCOCC1C(C(C(C(O1)OC)OCC)OCC)OC2C(C(C(C(O2)CO)OC)O)O
5509,14055602,0,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC)CO)CO
5509,24261,0,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,O=[Si]=O
5639,6251,0,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
5639,6134,0,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O
5639,16211032,0,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,C(C1[C@H](C(C(C(O1)O)O)O)O[C@H]2C(C(C(C(O2)CO)O)O)O)O
5639,656582,0,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]
5639,23706213,0,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,CC(=O)[O-].C(C(C(C(C(C=O)O)O)O)O)O.[Na+]
5639,26924,0,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2]
5639,24261,0,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,O=[Si]=O
5717,6251,0,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
5717,62551,0,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,C(COCCOCCOCCOCCO)O
5717,44134661,0,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)([O-])OP(=O)(O)[O-])O.[Na+].[Na+]
5717,70519829,0,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,CCCCCCCC[N+](C)(C)C1=CC=CC=C1.[Cl-]
5743,6134,0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O
5743,11177,0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
5743,14055602,0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC)CO)CO
5750,62698,0,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
5750,5281,0,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl,CCCCCCCCCCCCCCCCCC(=O)O
5962,284,0,C(CCN)C[C@@H](C(=O)O)N,C(=O)O
5962,875,0,C(CCN)C[C@@H](C(=O)O)N,C(C(C(=O)O)O)(C(=O)O)O
5962,131411,0,C(CCN)C[C@@H](C(=O)O)N,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3
5962,104748,0,C(CCN)C[C@@H](C(=O)O)N,OS(=O)[O-]
6014,6251,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
6014,6224,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+]
6014,311,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
6014,753,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,C(C(CO)O)O
6014,17730,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+]
6014,517055,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,C1=CC=C(C=C1)C(=O)[O-].[Na+]
6014,19116,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,C1=CC=C(C=C1)N=NC2=C(C3=C(C=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+]
6014,656582,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]
6014,656582,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]
6014,6731,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,C1=CC=C2C(=C1)C=CC(=N2)C3C(=O)C4=CC=CC=C4C3=O
6014,23706213,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,CC(=O)[O-].C(C(C(C(C(C=O)O)O)O)O)O.[Na+]
6014,2537,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,CC1(C2CCC1(C(=O)C2)C)C
6014,2723816,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,CCC(=O)[O-].[Na+]
6014,19700,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[Na+].[Na+]
6014,4448381,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,CSCCC(C(=O)NC(CO)C(=O)O)N
6014,26924,0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2]
6018,104938,0,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O.O
6018,11177,0,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
6018,445709,0,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,O.O.O.[Fe]
6018,26924,0,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2]
6055,71485,0,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O
6055,6251,0,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
6055,311,0,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
6055,525,0,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,C(C(C(=O)O)O)C(=O)O
6055,131751496,0,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,C1CC(=O)N(C1)C(CP)P
6055,11177,0,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
6055,7986,0,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
6055,14055602,0,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC)CO)CO
6084,6134,0,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O
6084,6251,0,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
6084,16211032,0,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,C(C1[C@H](C(C(C(O1)O)O)O)O[C@H]2C(C(C(C(O2)CO)O)O)O)O
6084,6917,0,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,C=CN1CCCC1=O
6084,6328154,0,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O.[Na]
6253,5234,0,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,[Na+].[Cl-]
6253,31296,0,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,C(Cl)(Br)Br
6253,107689,0,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,C[C@@H](C(=O)O)O
6253,3082248,0,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,C=CN1CCCC1=O.C=CO
9280,6251,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
9280,311,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
9280,75905,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,C=CC1=CC=C(C=C1)S(=O)(=O)O
9280,6917,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,C=CN1CCCC1=O
9280,11199,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,C=CO
9280,47932,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,C1=CC(=C(C=C1N)N)OCCO.Cl.Cl
9280,131751496,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,C1CC(=O)N(C1)C(CP)P
9280,7904,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,CC(=O)OC=C
9280,5541,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,CC(=O)OCC(COC(=O)C)OC(=O)C
9280,11177,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
9280,134601,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N
9280,14055602,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC)CO)CO
9280,154724046,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,COP(=O)(OC1C(CC(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])OP(=O)(O)[O-].[Na+].[Na+]
9280,26924,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2]
9280,24261,0,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,O=[Si]=O
9433,104938,0,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O.O
9433,6917,0,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,C=CN1CCCC1=O
9433,131751496,0,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,C1CC(=O)N(C1)C(CP)P
9433,270885,0,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,CC(=O)OC=C.C=CN1CCCC1=O
9433,11177,0,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
9433,24261,0,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,O=[Si]=O
9444,104938,0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O.O
9444,6251,0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
9444,294,0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
9444,174,0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,C(CO)O
9444,6328154,0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O.[Na]
9444,5541,0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,CC(=O)OCC(COC(=O)C)OC(=O)C
9444,11177,0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
9444,56841934,0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,O.O.O.[Fe].[Fe]
9444,26042,0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,O=[Ti]=O
11065,6134,0,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O
11065,62698,0,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
11065,131751496,0,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,C1CC(=O)N(C1)C(CP)P
11065,23706213,0,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,CC(=O)[O-].C(C(C(C(C(C=O)O)O)O)O)O.[Na+]
11065,11177,0,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
11065,134601,0,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N
11065,26924,0,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2]
12035,516892,0,CC(=O)N[C@@H](CS)C(=O)O,C(=O)(O)[O-].[Na+]
12035,71485,0,CC(=O)N[C@@H](CS)C(=O)O,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O
12035,62698,0,CC(=O)N[C@@H](CS)C(=O)O,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
12035,6144,0,CC(=O)N[C@@H](CS)C(=O)O,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]
14219,131751496,0,CN(C)C(=N)N=C(N)N.Cl,C1CC(=O)N(C1)C(CP)P
14219,14055602,0,CN(C)C(=N)N=C(N)N.Cl,COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC)CO)CO
14219,24441,0,CN(C)C(=N)N=C(N)N.Cl,OP(=O)([O-])[O-].[Ca+2]
18283,6134,0,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O
18283,516892,0,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,C(=O)(O)[O-].[Na+]
18283,6917,0,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,C=CN1CCCC1=O
18283,8314,0,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,CCC(C)C(=O)O
18283,11177,0,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
18283,24832091,0,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,CCOCC1C(C(C(C(O1)OC)OCC)OCC)OC2C(C(C(C(O2)CO)OC)O)O
18283,26924,0,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2]
20058,174,0,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C,C(CO)O
20058,24832091,0,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C,CCOCC1C(C(C(C(O1)OC)OCC)OCC)OC2C(C(C(C(O2)CO)OC)O)O
20279,5780,0,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O
20279,146156863,0,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,CC(COCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(O2)C(C8O)O)CO)CO)COCC(C)O)CO)COCC(C)O)CO)O)O)O
20279,11177,0,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
25215,11177,0,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
27447,174,0,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,C(CO)O
27447,5284448,0,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(C1C(CC(O1)OCCO)OCCO)OCCO
27447,135350084,0,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,COC1=C(C=CC2=C(C=CN=C21)OC3=C(C=C(C=C3)NC(=O)C(=O)NCCC4=CC5=C(C=C4)OCO5)F)OCC6CCNCC6
27447,14055602,0,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC)CO)CO
27447,26042,0,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,O=[Ti]=O
30667,104938,0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O.O
30667,311,0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
30667,6917,0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl,C=CN1CCCC1=O
30667,17730,0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl,C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+]
30667,2723854,0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl,C1=CC2=C(C=C1S(=O)(=O)[O-])C(=C(N2)C3=NC4=C(C3=O)C=C(C=C4)S(=O)(=O)[O-])O.[Na+].[Na+]
30667,15324,0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ca+2]
30667,3423265,0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
30667,14055602,0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl.Cl,COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC)CO)CO
31703,31296,0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,C(Cl)(Br)Br
31703,3082248,0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,C=CN1CCCC1=O.C=CO
31703,3082361,0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,CC(=C)C(=O)OC.C1=CC=C(C=C1)COC(=O)CC[C@@H](C(=O)O)N
